Year,st,State,Share of Total Wealth Earned by Richest 10%,Share of Total Wealth Earned by Richest 5%,Share of Total Wealth Earned by Richest 1%,Share of Total Wealth Earned by Richest 0.5%,Share of Total Wealth Earned by Richest 0.1%,Share of Total Wealth Earned by Richest 0.01%,Average Income,Total Income,Adjusted Gross Income,Consumer Price Index 2014
1934,14,Illinois,46.80461516,33.72184592,16.18956296,12.04171261,5.777234078,1.865710383,917.2825258,3063136.029,1006892.552,16.22508918
1935,14,Illinois,44.99681309,32.07715824,16.73572521,12.57910383,6.083559666,1.920233682,1044.713999,3527572.39,1171793.186,15.83031816
1936,14,Illinois,49.46211832,35.90300351,20.32789746,15.51776231,7.533458559,2.314837475,1185.724892,4045982.823,1599015.314,15.67773678
1937,14,Illinois,45.17912819,32.39499478,17.60682581,13.28297469,6.409817128,2.158892222,1312.815023,4525839.594,1804761.291,15.13083898
1938,14,Illinois,46.77643198,32.13972291,16.62415762,12.38803821,6.017845234,2.185828414,1155.282848,4030935.106,1578587.65,15.41767953
1939,14,Illinois,45.57295648,32.25897634,16.67760571,12.34882059,5.758165321,1.759659154,1239.20351,4377792.033,1948148.72,15.64004991
1940,14,Illinois,45.36898782,32.88557698,17.20465359,12.73435033,5.913037794,1.841121062,1298.925285,4652642.489,3272228.182,15.49109705
1941,14,Illinois,42.15651627,30.72026917,16.47281201,12.22818564,5.749301859,1.824590617,1569.016673,5625633.343,4818419.469,14.75342576
1942,14,Illinois,37.77362013,27.57598828,14.61293094,10.84891839,5.009570036,1.553393331,1835.351628,6593883.991,5907283.273,13.33250156
1943,14,Illinois,36.13880766,26.43637358,13.78121673,10.17319146,4.640032363,1.350371105,2190.380374,7907353.1,7292243,12.56034896
1944,14,Illinois,31.98701475,22.59450625,11.21025269,8.138810565,3.672990969,1.093136834,2257.844115,8173972.411,8702045,12.34584585
1945,14,Illinois,36.04486705,26.3497764,13.27183397,9.647825096,4.305460307,1.290797245,2349.535634,8519335.553,9026694,12.07098472
1946,14,Illinois,37.30244333,27.739113,13.49227849,9.718998309,4.341131515,1.431998488,2749.173377,9975939.5,10314057,11.12181327
1947,14,Illinois,35.41424896,25.76566111,12.24612963,8.730829803,3.868939914,1.229051777,3041.906647,11141774.34,11839400,9.725352409
1948,14,Illinois,33.88567552,24.51089862,11.86022622,8.547278662,3.771285756,1.153066469,3434.085154,12668926.32,12959004,9.02394003
1949,14,Illinois,34.41449816,24.67958065,11.70463234,8.354133611,3.629809255,1.06326135,3234.914899,12018235.72,12510306,9.112410031
1950,14,Illinois,33.82984604,25.40090092,12.64896563,9.178007358,4.205540776,1.09145148,3568.450478,13390176.48,13469090,9.02394003
1951,14,Illinois,33.06264102,24.32530821,11.67524465,8.383456115,3.697907849,1.139037188,3908.238277,14770015.92,15291223,8.362803036
1952,14,Illinois,33.19575673,22.93246332,10.64275315,7.591000468,3.338168084,1.062002396,4045.188184,15396043.19,15797279,8.183975801
1953,14,Illinois,32.15620219,21.88398889,9.907178777,7.00668365,2.959053101,0.908615075,4285.092878,16412254.68,16558187,8.122672612
1954,14,Illinois,33.62663938,23.20461649,10.70768514,7.550012258,3.12830607,0.879842759,4295.681853,16570254.42,16597198,8.082311505
1955,14,Illinois,32.67439511,22.20777789,10.07671008,7.038642373,3.151949714,1.076390028,4585.564016,17812308.14,17270748,8.112544591
1956,14,Illinois,32.34822412,22.31392801,10.4269617,7.390912462,3.250691642,1.055921772,4974.312819,19455100.9,19234581,7.992949339
1957,14,Illinois,31.70932824,21.75735373,9.888042585,6.99414867,2.963653649,0.929147149,5081.720541,20013756.41,19923139,7.717984296
1958,14,Illinois,32.41545108,22.18464647,9.974397984,6.952438086,3.148343894,0.93683271,5011.61333,19843553.02,19640236,7.513003189
1959,14,Illinois,32.2599505,22.15418688,10.19289329,7.283158507,3.21030112,1.024215277,5402.209814,21500037.79,20932430,7.461367429
1960,14,Illinois,32.5546829,22.22670639,10.01937543,7.133110015,3.258853794,1.104025711,5474.695531,21876417.56,21550977,7.335330817
1961,14,Illinois,33.17836048,22.95967554,10.62636957,7.715672747,3.743031953,1.391509429,5665.345059,22957066.11,22317734,7.26173218
1962,14,Illinois,32.66014632,22.3714068,10.06238353,7.201612289,3.270573688,1.189958142,5827.946788,23918859.36,23435240,7.189595767
1963,14,Illinois,32.50034523,22.15035215,9.756864098,6.857766992,3.045382869,1.027161086,6039.291334,25078521.11,24160979,7.095614123
1964,14,Illinois,32.49381286,22.72458549,10.23912387,7.11975882,3.166635927,1.140223857,6460.225867,27128158.82,26235698,7.004057812
1965,14,Illinois,33.00645324,23.08986625,10.90484349,7.744347779,3.710072562,1.482923943,6951.010101,29475274.54,28551425,6.892882291
1966,14,Illinois,32.68676286,22.35852692,10.30814069,7.363089072,3.53116776,1.412677537,7459.244857,31908917.92,31077659,6.701413339
1967,14,Illinois,33.15924335,22.97185478,10.62479981,7.600559003,3.644654903,1.402337585,7958.180052,34318898.5,33631805,6.500772221
1968,14,Illinois,33.83339456,23.64225387,11.15314594,8.062539795,3.89298084,1.494291951,8485.938966,36856402.18,36602285,6.239246901
1969,14,Illinois,32.80115896,22.49633507,10.25633559,7.374841823,3.667418205,1.537840239,8970.307653,39228757.74,39400682,5.916234119
1970,14,Illinois,31.24703267,20.91783617,8.837461755,6.13423996,2.741808925,1.026555795,9271.559154,40900945.27,40247058,5.596025571
1971,14,Illinois,31.71439251,21.08252272,9.013578062,6.291467928,2.804929685,1.021200138,9764.58715,43817674.62,42253336,5.361130671
1972,14,Illinois,32.56328993,21.87975627,9.377979826,6.499968918,3.068926777,1.209517439,10487.44194,47782462.59,46239265,5.194396942
1973,14,Illinois,32.29677849,21.48573084,8.902786784,6.172183679,2.642994563,0.967791184,11358.06621,52484536.5,51122750,4.890220544
1974,14,Illinois,32.75723619,21.80011452,9.038124869,6.26241325,2.722962538,0.883364736,12189.69294,57108668.71,55043236,4.404174283
1975,14,Illinois,31.90617491,20.97961574,8.507544345,5.783025565,2.340936408,0.735622636,12674.02381,60249354.63,57066124,4.035795393
1976,14,Illinois,32.59723169,21.56322052,8.742266616,5.958138336,2.481751251,0.777742956,13683.34787,65983607.81,63828408,3.815919019
1977,14,Illinois,32.4223049,21.17003579,8.877281653,6.065287453,2.55706416,0.853871448,14759.70158,72244255.41,68841143,3.582933864
1978,14,Illinois,32.44816956,21.42423516,8.703148763,5.960622255,2.503674716,0.775488186,15999.99672,79541689,75859512,3.330150187
1979,14,Illinois,33.16119483,22.35987274,9.673466978,6.855519958,3.22204305,1.244468268,17393.49839,88510972.9,84428716,3.039053142
1980,14,Illinois,33.13531461,22.65768009,9.548478042,6.685700798,3.08204946,1.091564445,18436.10608,94059298.66,90054783,2.735386935
1981,14,Illinois,33.4600971,22.22155206,9.699196765,6.935704475,3.306017341,1.162436042,19777.73317,102099472.1,96246072,2.49761264
1982,14,Illinois,35.01712555,23.67810617,10.85840925,8.011231907,4.19998761,1.743848335,20507.56782,106808314.5,95058345,2.355472083
1983,14,Illinois,36.16966004,24.69884793,11.59907659,8.676733846,4.645090296,1.894222169,20990.55542,107940768.4,,2.259049249
1984,14,Illinois,36.18475426,24.91507218,11.83388838,8.90696355,4.890994376,2.104940492,22613.68688,118284331.5,,2.170210234
1985,14,Illinois,36.67543059,25.52691193,12.28704104,9.314555506,5.113592877,2.128931226,24036.85071,127922382.2,,2.098175495
1986,14,Illinois,39.87441283,28.8974225,15.54693827,12.31143704,7.193460119,3.237217606,26223.37991,142058591.7,123481338,2.060863542
1987,14,Illinois,38.77454702,27.13796397,13.20886353,9.94140476,5.258507463,2.107074986,25954.35869,142041223.4,139481852,1.993507337
1988,14,Illinois,41.21250784,29.96267674,16.16394945,12.72201226,7.295519524,3.159163379,28777.96433,157594722.8,154863207,1.922940705
1989,14,Illinois,40.44053727,29.0054826,14.96197125,11.52367285,6.343385359,2.657027341,30016.24654,163971701,162700520,1.843412935
1990,14,Illinois,39.72961726,28.73623181,14.83127041,11.31939608,6.014285911,2.403910447,31279.9999,172384345.3,170173371,1.755897371
1991,14,Illinois,39.99453805,28.3172725,14.06237778,10.54892882,5.458352664,2.110921557,31036.04007,173343235.8,172970205,1.695113016
1992,14,Illinois,40.95558536,29.48134767,15.40844167,11.8336094,6.463578187,2.693208475,32539.92377,184283138.8,181322404,1.653198666
1993,14,Illinois,41.23473465,29.68515553,15.09966764,11.49464102,6.193295639,2.552677881,32872.39387,187877121.3,186987904,1.613307097
1994,14,Illinois,41.67962596,30.14867032,15.54048953,11.88523154,6.522738641,2.748113182,34476.0008,197574979.2,197016009,1.579589639
1995,14,Illinois,42.68072341,31.14450127,16.23930929,12.44892455,6.823420777,2.793132733,36881.27296,211816785,210915195,1.542447558
1996,14,Illinois,43.4930557,32.19372173,17.3560059,13.49018799,7.653436076,3.285502061,39808.95313,229194892.4,226032679,1.502453239
1997,14,Illinois,44.47179393,33.45359984,18.79090031,14.78828771,8.440446761,3.549706736,43372.14963,249555954,245953699,1.470675463
1998,14,Illinois,45.52699856,34.6461699,20.02170151,15.91355912,9.328531543,3.999351787,46423.2089,269066969,265944914,1.450428367
1999,14,Illinois,46.50701694,35.51124294,20.32986179,16.10720263,9.332728083,3.868742295,48886.08286,286912566.9,283628857,1.420791498
2000,14,Illinois,47.15552106,36.34014219,21.18736716,16.91259051,10.03797832,4.357910242,50653.96005,305847572.4,302994176,1.37472392
2001,14,Illinois,44.3166185,33.02486626,17.93649004,13.87840582,7.760982752,3.208779201,47881.03241,295581942.4,290608112,1.337183383
2002,14,Illinois,44.25616787,32.25743874,17.45325271,13.55174633,7.707931304,3.347197757,46167.87232,289416673.3,284862974,1.315926115
2003,14,Illinois,45.00976887,32.9925406,17.95498669,14.00598562,8.062382779,3.580387551,46433.11872,293593800.5,290425049,1.287181338
2004,14,Illinois,46.55237369,35.48625575,20.089297,16.02142353,9.648959627,4.436882068,51019.56755,317424150.7,312951786,1.253308145
2005,14,Illinois,47.93428005,37.02940164,21.65384834,17.49396847,10.72082284,4.944352299,54312.11321,341019078.5,335321455,1.212653225
2006,14,Illinois,49.24628435,38.31438558,22.95131276,18.71601855,11.64563036,5.48361393,57921.58604,368544973.6,362235603,1.174156297
2007,14,Illinois,50.84796694,40.00182124,24.66117191,20.38997152,13.14402111,6.595873464,60826.16651,396220128,392664916,1.141765778
2008,14,Illinois,49.09616836,37.68215932,22.02238416,17.87782308,11.23229114,5.584959157,57714.06537,376398119.8,374548593,1.099548079
2009,14,Illinois,46.73561414,34.57637942,18.39214188,14.37443829,8.43777491,3.969364256,52027.82599,342091124.3,350438403,1.103473993
2010,14,Illinois,48.65716024,36.56520776,20.34992829,16.08810032,9.517612219,4.474934997,53504.82602,355771860.1,362269375,1.085666067
2011,14,Illinois,48.47933908,36.23338725,19.73122171,15.44916997,8.908896083,3.938003561,54600.06627,368722765.1,371414191,1.05244533
2012,14,Illinois,50.51615635,38.71792672,22.37840367,17.96668553,10.8716723,5.044606559,59288.94948,398317120,403120062,1.031107085
1917,15,Indiana,34.35213757,25.09302883,11.77401501,8.815356259,4.559738487,1.407704351,836.3077235,1040679.14,261265.426,16.9433874
1918,15,Indiana,33.76359385,24.21941627,10.57839872,7.55913155,3.544067454,1.02813742,989.8178555,1225440.041,325549.44,14.42629881
1919,15,Indiana,33.69136029,24.10579655,10.96522687,7.973458957,3.71451589,1.03264749,1159.75766,1447365.386,417323.251,12.56034896
1920,15,Indiana,31.55022591,21.54872863,9.928512635,7.237259561,3.274012337,0.840160975,1356.305006,1716214.897,556061.991,10.84376794
1921,15,Indiana,36.70153281,25.24649468,11.22048174,8.059879704,3.607815013,0.949135964,966.7088935,1242018.722,406242.138,12.1385462
1922,15,Indiana,36.60939069,25.58258057,11.75544404,8.559488159,3.968240562,1.089351362,1005.41189,1304266.601,426365.818,12.96067881
1923,15,Indiana,34.48190522,23.38836917,10.69159343,7.875432393,3.656415803,1.055925906,1178.165889,1548099.393,510507.072,12.73240854
1924,15,Indiana,37.53640205,26.6728801,12.63992845,9.310696752,4.305572143,1.202981285,1045.948842,1394797.718,461717.343,12.70754055
1925,15,Indiana,38.15680754,29.74191567,15.61573374,12.01227194,6.245925468,2.39199896,989.4951693,1333427.159,344266.673,12.39287764
1926,15,Indiana,37.34275586,29.37196172,16.38201131,12.71238299,7.108927619,3.320785876,1050.906357,1428803.222,358624.82,12.2759637
1927,15,Indiana,37.8424649,29.62368997,16.37115673,12.59986599,6.777067727,2.74829983,1009.72436,1385469.079,349434.464,12.51203993
1928,15,Indiana,39.44405041,31.2902244,17.55585314,13.61572387,7.44293997,3.00876447,996.2218928,1377262.734,365336.866,12.68276952
1929,15,Indiana,33.2746366,26.25643738,14.65247361,11.22208497,6.066939982,2.571611292,1182.620059,1643959.409,359198.192,12.68276952
1930,15,Indiana,35.41195058,26.27316454,13.96038376,10.3870349,5.214198122,1.912407006,951.4283121,1330134.392,268795.447,13.01252152
1931,15,Indiana,36.16650659,25.25217187,12.86728926,9.246033385,4.317674525,1.453227524,769.447791,1088903.393,204113.644,14.26811571
1932,15,Indiana,41.14271712,28.38785466,13.1439718,9.303288964,4.32256735,1.465378814,538.9685407,771061.5554,168589.964,15.90772802
1933,15,Indiana,39.90920338,28.25551388,13.58992114,9.767463691,4.749464614,1.759042271,518.7790201,749901.4218,161588.782,16.7687133
1934,15,Indiana,38.30003837,27.97947867,13.67449563,10.04493229,4.959943071,1.905177025,630.881706,921851.537,198437.695,16.22508918
1935,15,Indiana,36.57069185,26.66645803,13.33314712,9.877190058,4.856198512,1.755848261,744.652468,1100612.553,245974.879,15.83031816
1936,15,Indiana,38.49586528,28.93133534,15.45475891,11.77219942,5.877169302,2.196451098,848.1041404,1267196.634,332017.638,15.67773678
1937,15,Indiana,36.71748128,27.25644387,13.62949474,10.2073709,4.882694602,1.517650525,958.9022723,1448028.528,401909.777,15.13083898
1938,15,Indiana,39.10829887,28.81475613,13.76598208,10.17933947,4.816262317,1.586806382,811.2944262,1240382.258,337784.021,15.41767953
1939,15,Indiana,40.33747557,29.86385834,14.19208638,10.50094906,5.032172542,1.629922151,885.9787529,1371980.038,443061.367,15.64004991
1940,15,Indiana,43.81701281,29.98190717,14.56201032,10.78664615,5.083152412,1.549081875,938.2247449,1473624.419,806229.15,15.49109705
1941,15,Indiana,38.10331544,26.25169834,13.12201589,9.763579331,4.622092132,1.453681284,1258.275399,1984587.494,1462453.637,14.75342576
1942,15,Indiana,33.65779721,23.07870954,11.22040581,8.337377727,3.941580207,1.246969918,1603.943523,2543009.825,2044921.242,13.33250156
1943,15,Indiana,31.03956145,21.02528021,9.902648242,7.308187115,3.368101018,0.948611329,1989.540192,3179710.055,2637290,12.56034896
1944,15,Indiana,34.86373639,24.40213831,12.05939275,8.807857721,3.966907379,1.184839189,1959.933966,3151302.746,3144033,12.34584585
1945,15,Indiana,31.57635024,21.68378384,10.25211503,7.411480828,3.334932192,1.026336231,2025.482518,3272260.933,3160005,12.07098472
1946,15,Indiana,34.19948137,23.99537617,11.19693201,8.023361432,3.550693906,1.122694555,2184.929799,3543816.045,3459664,11.12181327
1947,15,Indiana,31.71080062,21.94394173,10.1240406,7.191069222,3.141927245,0.97694115,2472.177768,4060284.293,3970316,9.725352409
1948,15,Indiana,31.02984558,21.03600589,9.700036451,6.896676079,2.98457305,0.838363455,2797.806651,4643024.591,4364014,9.02394003
1949,15,Indiana,32.510688,22.19595338,9.843897134,6.876839251,2.904957246,0.799487434,2633.877136,4415848.551,4374124,9.112410031
1950,15,Indiana,31.24099225,21.10382332,10.12153284,7.291842741,3.262034303,0.826556553,2968.85893,5043398.141,4816972,9.02394003
1951,15,Indiana,30.21651713,20.10584132,9.274369395,6.675395311,2.920516494,0.913206076,3377.272487,5774580.115,5542162,8.362803036
1952,15,Indiana,29.81414904,19.80097685,8.408372981,5.85372981,2.464967781,0.695212296,3488.663351,6003591.679,5865932,8.183975801
1953,15,Indiana,27.93989296,18.58553859,7.908381512,5.46249374,2.193406336,0.568697659,3793.019955,6564507.411,6309457,8.122672612
1954,15,Indiana,29.40723047,19.91468551,8.706712578,6.041201495,2.546726427,0.708145717,3605.606361,6280752.793,6103459,8.082311505
1955,15,Indiana,30.23880101,20.25303439,8.752748769,6.106196758,2.575223919,0.778394261,3920.254422,6872350.923,6592920,8.112544591
1956,15,Indiana,29.90216506,20.18253564,8.975238656,6.430086737,2.802340585,0.836912838,4179.791914,7373030.074,7032222,7.992949339
1957,15,Indiana,30.81426172,20.35461352,8.733759417,6.127659493,2.483230342,0.713163697,4226.544207,7502767.886,7252595,7.717984296
1958,15,Indiana,31.08224708,20.40572693,8.531726743,5.950795069,2.536118489,0.791033688,4130.77196,7367475.125,7004294,7.513003189
1959,15,Indiana,31.18537845,20.62049898,8.656112201,6.095481893,2.604808511,0.799266818,4478.295452,8023306.993,7647883,7.461367429
1960,15,Indiana,30.99442877,20.29909861,8.413491796,5.877096233,2.56470534,0.814971814,4628.755485,8321098.794,8022075,7.335330817
1961,15,Indiana,31.25796751,20.52474579,8.664622378,6.114953008,2.583655782,0.839503595,4739.1754,8658020.241,8142474,7.26173218
1962,15,Indiana,31.23354537,20.44534892,8.362671134,5.857195495,2.566315108,0.863716773,4950.614819,9179846.323,8665270,7.189595767
1963,15,Indiana,31.1874228,20.38050937,8.333485019,5.763435866,2.418064607,0.739844725,5174.367915,9728597.222,9239415,7.095614123
1964,15,Indiana,31.89499962,20.92956038,9.096865357,6.362952915,2.719189227,1.215823233,5499.876615,10479200.01,9908149,7.004057812
1965,15,Indiana,31.73913116,21.08454387,9.175370683,6.297804732,2.626148659,1.005954345,6032.23769,11630986.22,10939114,6.892882291
1966,15,Indiana,30.5763296,20.44111302,8.85468413,5.975226153,2.415641188,0.781193598,6437.155316,12547723.72,12118092,6.701413339
1967,15,Indiana,31.39343453,21.16784342,9.303296341,6.391056253,2.774021987,0.987974621,6752.186573,13296684.07,12922245,6.500772221
1968,15,Indiana,31.81179201,21.36747128,9.560480451,6.767209969,3.049280432,1.145379797,7298.525329,14506180.62,13991819,6.239246901
1969,15,Indiana,31.37156704,20.5548245,8.894996912,6.254330302,2.874317034,1.12459225,7767.258542,15577418.78,15160129,5.916234119
1970,15,Indiana,31.01790644,20.13407711,8.235790883,5.643132575,2.383757573,0.801612752,7828.116933,15870623.27,15668623,5.596025571
1971,15,Indiana,31.77514293,20.8108756,8.524730047,5.853098795,2.491464026,0.853348805,8346.199226,17247374.03,16928623,5.361130671
1972,15,Indiana,32.1343539,21.1626111,8.871121024,6.178606543,2.748213896,0.967677654,9053.010564,19033272.61,18711639,5.194396942
1973,15,Indiana,30.84182405,20.09251399,8.103539315,5.617276858,2.304845554,0.637193087,10100.77541,21581710.11,20563301,4.890220544
1974,15,Indiana,32.14198374,20.85547255,8.150834917,5.507118177,2.258412455,0.676058114,10510.26072,22814429.7,22479891,4.404174283
1975,15,Indiana,32.34028679,20.86354674,8.408488265,5.760362982,2.295405344,0.681149752,10773.35776,23777079.36,23230632,4.035795393
