Jurisdiction of Compiled,Type,Region,Year,StateYear,Prison Population,Incarceration Rate,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,State Politics,"Offending rate, 14-17","Offending rate, 14-24",Unemployment Rate,Poverty Rate,Abortion rate,State Governor,FIPS,Jurisdiction of state_short_new,Private Prison Share,Abortion Leagal,Red_Blue,State,Median_income,per_white_alone,per_black,Conservative,Moderate,Liberal,VeryReligious,Per_noHS,Per_poverty,REGION,DIVISION,POPESTIMATE2013
Indiana,Overall,2,1985,Indiana1985,10056,179,5499000,17014,319,1318,5065,10312,198220,50295,129861,18064,309.4,5.8,24,92.1,187.5,3604.7,914.6,2361.5,328.5,Republican,7.5,11.3,0.078,0.12,15.9,,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1986,Indiana1986,10175,183,5504000,16937,329,1424,4954,10230,195233,48802,128404,18027,307.7,6,25.9,90,185.9,3547.1,886.7,2332.9,327.5,Republican,9.3,13.7,0.069,0.127,,,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1987,Indiana1987,10827,194,5531000,18169,307,1609,4901,11352,209695,52363,137722,19610,328.5,5.6,29.1,88.6,205.2,3791.3,946.7,2490,354.5,Split,2.8,9.8,0.062,0.111,15.2,,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1988,Indiana1988,11406,205,5575000,21187,358,1731,4963,14135,210177,52137,138335,19705,380,6.4,31,89,253.5,3770,935.2,2481.3,353.5,Split,9.9,15.1,0.052,0.101,15.9,,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1989,Indiana1989,12341,221,5593000,22735,353,1804,5671,14907,225592,54201,149514,21877,406.5,6.3,32.3,101.4,266.5,4033.5,969.1,2673.2,391.1,Split,8.2,14.6,0.049,0.137,,,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1990,Indiana1990,12736,227,5544159,26275,344,2103,5619,18209,233376,52297,156741,24338,473.9,6.2,37.9,101.3,328.4,4209.4,943.3,2827.1,439,Split,12.2,17.4,0.053,0.13,,,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1991,Indiana1991,13719,242,5610000,28349,423,2318,6506,19102,241930,54814,161039,26077,505.3,7.5,41.3,116,340.5,4312.5,977.1,2870.6,464.8,Split,10.5,19.7,0.06,0.157,15.8,,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1992,Indiana1992,13945,243,5662000,28791,464,2398,6921,19008,236584,53907,157181,25496,508.5,8.2,42.4,122.2,335.7,4178.5,952.1,2776.1,450.3,Split,12.9,20.9,0.066,0.118,16,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1993,Indiana1993,14470,250,5713000,27941,430,2234,6845,18432,227149,48677,154016,24456,489.1,7.5,39.1,119.8,322.6,3976,852,2695.9,428.1,Split,12.9,19.7,0.054,0.122,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1994,Indiana1994,15014,257,5752000,30205,453,2046,7490,20216,233975,48921,160043,25011,525.1,7.9,35.6,130.2,351.5,4067.7,850.5,2782.4,434.8,Split,23.7,29.5,0.049,0.137,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1995,Indiana1995,16125,274,5803000,30451,466,1930,7844,20211,238317,47676,163618,27023,524.7,8,33.3,135.2,348.3,4106.8,821.6,2819.5,465.7,Split,19.8,28.1,0.046,0.096,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1996,Indiana1996,16960,284,5841000,31366,420,1992,7249,21705,231376,45782,160777,24817,537,7.2,34.1,124.1,371.6,3961.2,783.8,2752.6,424.9,Split,15.4,22.4,0.041,0.075,13.7,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1997,Indiana1997,17903,298,5864000,30179,430,1928,7763,20058,231723,48182,158442,25099,514.6,7.3,32.9,132.4,342.1,3951.6,821.7,2701.9,428,Split,12.6,28.2,0.035,0.088,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1998,Indiana1998,19197,317,5899000,25423,454,1952,6561,16456,220529,46552,152790,21187,431,7.7,33.1,111.2,279,3738.4,789.2,2590.1,359.2,Split,11.9,26,0.031,0.094,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,1999,Indiana1999,19309,319,5942901,22261,391,1607,6496,13767,201547,42463,138794,20290,374.6,6.6,27,109.3,231.7,3391.4,714.5,2335.5,341.4,Split,,,0.03,0.067,11.6,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2000,Indiana2000,20125,325,6080485,21230,352,1759,6282,12837,206905,41108,144707,21090,349.1,5.8,28.9,103.3,211.1,3402.8,676.1,2379.9,346.8,Split,,,0.031,0.085,11.5,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2001,Indiana2001,20966,341,6126743,22734,413,1716,7171,13434,211548,42758,147291,21499,371.1,6.7,28,117,219.3,3452.9,697.9,2404.1,350.9,Split,,,0.042,0.085,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2002,Indiana2002,21611,350,6156913,22001,362,1843,6612,13184,208965,42605,146073,20287,357.3,5.9,29.9,107.4,214.1,3394,692,2372.5,329.5,Split,,,0.052,0.091,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2003,Indiana2003,23069,372,6199571,21842,338,1720,6401,13383,208039,41582,145686,20771,352.3,5.5,27.7,103.2,215.9,3355.7,670.7,2349.9,335,Split,,,0.053,0.099,,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2004,Indiana2004,24008,385,6226537,20294,316,1803,6373,11802,211929,42168,148670,21091,325.9,5.1,29,102.4,189.5,3403.6,677.2,2387.7,338.7,Split,,,0.054,0.116,10,D,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2005,Indiana2005,24455,390,6266019,20302,356,1856,6809,11281,216778,43756,151278,21744,324,5.7,29.6,108.7,180,3460,698.3,2414,347,Split,,,0.055,0.126,10.2,R,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2006,Indiana2006,26091,413,6313520,20303,361,1811,7175,10956,217783,45538,150655,21590,321.6,5.7,28.7,113.6,173.5,3449.5,721.3,2386.2,342,Split,,,0.05,0.106,,R,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2007,Indiana2007,27132,427,6345289,21310,350,1738,7845,11377,213887,46485,147999,19403,335.8,5.5,27.4,123.6,179.3,3370.8,732.6,2332.4,305.8,Split,,,0.046,0.118,9.7,R,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2008,Indiana2008,28322,443,6376792,21525,322,1711,7580,11912,213639,48805,147334,17500,337.6,5,26.8,118.9,186.8,3350.3,765.4,2310.5,274.4,Split,,,0.059,0.143,9.5,R,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
Indiana,Overall,2,2009,Indiana2009,28808,448,6423113,21455,312,1621,7347,12175,199907,48880,137190,13837,334,4.9,25.2,114.4,189.5,3112.3,761,2135.9,215.4,Split,,,0.103,0.161,,R,18,Indiana,Middle Private Prison,0,Red,IN,48393,0.82,0.09,43.4,33.9,20,42.7,13.36,10.11,2,3,6570902
